hal_product,market_product,product_canonical,confidence,unit_conversion_factor,reason
Pancar,Pancar 1 Kg,pancar,exact,1.0,Ayni urun paket 1 kg
Pancar,Agrotalya Soyulmuş Haşlanmış Pancar 500 Gr,pancar,reject,1.0,Islenmis pancar islemci urun
Pancar,Haşlanmış Pancar 380 Gr,pancar,reject,1.0,Haslanmis pancar islenmis urun
Patates,Patates 1 Kg,patates,exact,1.0,Ayni urun paket 1 kg
Patates,Feast Dondurulmuş Patates Crinky 1 Kg,patates,weak,1.0,Dondurulmus patates taze ile farkli islem
Patates,Superfresh Dondurulmuş Patates 7x7 1 Kg,patates,weak,1.0,Dondurulmus patates taze ile farkli islem
Patates,Nimet Dondurulmuş Patates 1 Kg,patates,weak,1.0,Dondurulmus patates taze ile farkli islem
Patates,Kızartmalık Patates 1 Kg,patates,weak,1.0,Kizartmalik patates hazir ürün
Patates,Feast Dondurulmuş Prenses Patates 450 Gr,patates,weak,1.0,Dondurulmus patates taze ile farkli islem
Patates,Feast Dondurulmuş Kriket Patates 1 Kg,patates,weak,1.0,Dondurulmus patates taze ile farkli islem
Patates,Nimet Dondurulmuş İnce Çıtır Patates 1 Kg,patates,weak,1.0,Dondurulmus patates taze ile farkli islem
Patates,Kızartmalık Patates File 1 Kg,patates,weak,1.0,Kizartmalik patates hazir ürün
Patates,Feast İnce Çubuk Patates 1 Kg,patates,weak,1.0,Dondurulmus patates taze ile farkli islem
Patates,Plate Dondurulmuş Patates 9x9 2.5 Kg,patates,weak,1.0,Dondurulmus patates taze ile farkli islem
Patates,Superfresh Patates 1 Kg,patates,exact,1.0,Ayni urun paket 1 kg
Greyfurt,Greyfurt 1 Kg,greyfurt,exact,1.0,Ayni urun paket 1 kg
Greyfurt,Greyfurt Kanlı 1 Kg,greyfurt_kanli,weak,1.0,Kanli greyfurt varyete farki
Karpuz,Karpuz 1 Kg,karpuz,exact,1.0,Ayni urun paket 1 kg
Karpuz,Karpuz Çekirdeksiz 1 Kg,karpuz_cekirdeksiz,weak,1.0,Cekirdeksiz karpuz varyete farki
Ayva,Ayva Kg,ayva,exact,1.0,Ayni urun paket 1 kg
Ayva,Ayva Gurme 1 Kg,ayva,kg_equivalent,1.0,Gurme ayva paket 1 kg
Ayva,Ayva 1 Kg,ayva,exact,1.0,Ayni urun paket 1 kg
Ayva,Bolmix Ayva Reçeli 380 Gr,ayva,reject,1.0,Recel islenmis urun
Brokoli,Feast Brokoli 500 Gr,brokoli,kg_equivalent,1.0,Ayni urun farkli paket 500 gr
Brokoli,Feast Organik Brokoli 450 Gr,brokoli,kg_equivalent,1.0,Organik brokoli farkli paket 450 gr
Brokoli,Feast Brokoli 70-100 Mm 2.5 Kg,brokoli,kg_equivalent,1.0,Ayni urun farkli paket 2.5 kg
Brokoli,Brokoli 1 Kg,brokoli,exact,1.0,Ayni urun paket 1 kg
Brokoli,Feast Dondurulmuş Brokoli 500 Gr,brokoli,weak,1.0,Dondurulmus brokoli taze ile farkli islem
Roka,Roka 1 Adet,roka,exact,1.0,Ayni urun paket 1 adet
Roka,Roka 350 Gr,roka,kg_equivalent,1.0,Ayni urun farkli paket 350 gr
Roka,Baby Roka 1 Adet,roka,weak,1.0,Baby roka varyete farki
Nar,Lavi Nar 400 Gr,nar,kg_equivalent,1.0,Ayni urun farkli paket 400 gr
Nar,Nar 1 Kg,nar,exact,1.0,Ayni urun paket 1 kg
Dereotu,Dereotu 1 Adet,dereotu,exact,1.0,Ayni urun paket 1 adet
Dereotu,Dereotu 1 Demet,dereotu,exact,1.0,Ayni urun paket 1 demet
Portakal,Portakal 1 Kg,portakal,exact,1.0,Ayni urun paket 1 kg
Portakal,Portakal Sıkmalık 1 Kg,portakal_sikmalik,weak,1.0,Sikmalik portakal varyete farki
Portakal,Sıkmalık Portakal File 1 Kg,portakal_sikmalik,weak,1.0,Sikmalik portakal varyete farki
Portakal,Portakal Valencia 1 Kg,portakal_valencia,weak,1.0,Valencia portakal varyete farki
Portakal,Portakal Washington 1 Kg,portakal_washington,weak,1.0,Washington portakal varyete farki
Portakal,Finike Gurme Portakal 1 Kg,portakal,kg_equivalent,1.0,Finike gurme portakal paket 1 kg
Portakal,Seyidoğlu Taze Portakal İncir Ve Böğürtlen Reçeli 380 Gr,portakal,reject,1.0,Recel islenmis urun
Kivi,Kivi 1 Kg,kivi,exact,1.0,Ayni urun paket 1 kg
Kivi,Kivi 250 Gr,kivi,kg_equivalent,1.0,Ayni urun farkli paket 250 gr
Kivi,Kivi İthal 1 Kg,kivi,kg_equivalent,1.0,Ithal kivi paket 1 kg
Kivi,Kivi Paket 500 Gr,kivi,kg_equivalent,1.0,Ayni urun farkli paket 500 gr
Kivi,Freshers Kivi Karadut Aromalı Toz İçecek 300 Gr,kivi,reject,1.0,Toz icecek islenmis urun
Kereviz,Kereviz Kavanoz 800 Gr,kereviz,reject,1.0,Kavanozda saklanan islenmis urun
Kereviz,Kereviz 1 Kg,kereviz,exact,1.0,Ayni urun paket 1 kg
Kereviz,Kereviz Sapı 250 Gr,kereviz,kg_equivalent,1.0,Kereviz sapi farkli paket 250 gr
Kavun,Galya Kavun 1 Kg,kavun_galya,weak,1.0,Galya kavun varyete farki
Kavun,Kavun 1 Kg,kavun,exact,1.0,Ayni urun paket 1 kg
Kavun,Kırkağaç Kavun 1 Kg,kavun,kg_equivalent,1.0,Kirkagac kavun paket 1 kg
Nane,Nane 1 Adet,nane,exact,1.0,Ayni urun paket 1 adet
Nane,Nane 250 Gr,nane,kg_equivalent,1.0,Ayni urun farkli paket 250 gr
Nane,Nane 1 Kg,nane,exact,1.0,Ayni urun paket 1 kg
Nane,Mest Nane Limonlu Yeşil Çay 20 Adet,nane,reject,1.0,Cay islenmis urun
Lahana (Beyaz),Beyaz Lahana 1 Kg,lahana_beyaz,exact,1.0,Ayni urun paket 1 kg
Lahana (Beyaz),Kırmızı Lahana 1 Kg,lahana_kirmizi,weak,1.0,Kirmizi lahana varyete farki
Lahana (Beyaz),Beyaz Hindiba 1 Kg,lahana_beyaz,reject,1.0,Hindiba farkli sebze
Lahana (Beyaz),Beyaz Nektarin Kg,lahana_beyaz,reject,1.0,Nektarin meyve farkli
Lahana (Beyaz),Lahana Kara 1 Kg,lahana_kara,weak,1.0,Lahana kara varyete farki
Lahana (Beyaz),Beyaz Turp 1 Kg,lahana_beyaz,reject,1.0,Turp farkli sebze
Lahana (Beyaz),Beyaz Üzüm 1 Kg,lahana_beyaz,reject,1.0,Uzum meyve farkli
Maydanoz,Maydanoz 1 Adet,maydanoz,exact,1.0,Ayni urun paket 1 adet
Maydanoz,Maydanoz Demet 1 Adet,maydanoz,exact,1.0,Ayni urun paket 1 demet
Limon,Limon 1 Kg,limon,exact,1.0,Ayni urun paket 1 kg
Limon,File Limon 1 Kg,limon,kg_equivalent,1.0,Limon file paket 1 kg
Limon,Limon Lamas 1 Kg,limon,weak,1.0,Lamas limon varyete farki
Limon,Mayer Limon 1 Kg,limon,weak,1.0,Mayer limon varyete farki
Limon,Eko Limon 1 Kg,limon,kg_equivalent,1.0,Eko limon paket 1 kg
Elma (Golden),Golden Elma 1 Kg,elma_golden,exact,1.0,Golden elma varyete 1 kg
Elma (Golden),Golden Elma Atıştırmalık 1 Kg,elma_golden,kg_equivalent,1.0,Golden elma atistirmali paket 1 kg
Elma (Golden),Golden Elma Gurme 1 Kg,elma_golden,kg_equivalent,1.0,Golden elma gurme paket 1 kg
Elma (Golden),Golden Elma Eko 1 Kg,elma_golden,kg_equivalent,1.0,Golden elma eko paket 1 kg
Elma (Golden),Starking Elma 1 Kg,elma_starking,weak,1.0,Starking elma farkli varyete
Elma (Golden),Granny Smith Elma 1 Kg,elma_granny_smith,weak,1.0,Granny smith elma farkli varyete
Elma (Golden),Ekonomik Elma 1 Kg,elma_ekonomik,weak,1.0,Ekonomik elma farkli varyete
Elma (Golden),SuperFresh Elma Dilim Patates 1 Kg,elma_golden,reject,1.0,Patates urun farkli
Elma (Golden),Granny Elma 1 Kg,elma_granny,weak,1.0,Granny elma farkli varyete
Elma (Golden),Torpat Elma Dilim Patates 1 Kg,elma_golden,reject,1.0,Patates urun farkli
Elma (Golden),Lavi Mango Elma Ananas Çarkıfelek Meyveli Smoothie 150 Gr,elma_golden,reject,1.0,Smoothie islenmis urun
Elma (Golden),Feast Elma Dilim Patates 1 Kg,elma_golden,reject,1.0,Patates urun farkli
Kabak,Kabak 1 Kg,kabak,exact,1.0,Ayni urun paket 1 kg
Kabak,Sakız Kabak 1 Kg,kabak_sakiz,weak,1.0,Sakiz kabak varyete farki
Kabak,Siyah Kabak 1 Kg,kabak_siyah,weak,1.0,Siyah kabak varyete farki
Kabak,Süs Mix Kabak 1 Kg,kabak_sus,weak,1.0,Sus kabak varyete farki
Kabak,Dolmalık Top Kabak 1 Kg,kabak_dolmalik,weak,1.0,Dolmalik kabak varyete farki
Kabak,Kabak Bal Bütün 1 Kg,kabak_bal,weak,1.0,Kabak bal varyete farki
Bezelye,Mutfağım Dondurulmuş Bezelye 450 Gr,bezelye,weak,1.0,Dondurulmus bezelye taze ile farkli islem
Bezelye,Superfresh Bezelye 450 Gr,bezelye,kg_equivalent,1.0,Ayni urun farkli paket 450 gr
Bezelye,Migros Hızlı Dondurulmuş Bezelye 450 Gr,bezelye,weak,1.0,Dondurulmus bezelye taze ile farkli islem
Bezelye,Feast Dondurulmuş Bezelye 450 Gr,bezelye,weak,1.0,Dondurulmus bezelye taze ile farkli islem
Bezelye,Bezelye 1 Kg,bezelye,exact,1.0,Ayni urun paket 1 kg
Bezelye,Feast Organik Bezelye 450 Gr,bezelye,kg_equivalent,1.0,Organik bezelye paket 450 gr
Bezelye,İnci Bezelye 450 Gr,bezelye,kg_equivalent,1.0,Ayni urun farkli paket 450 gr
Bezelye,Superfresh Organik Bezelye 450 Gr,bezelye,kg_equivalent,1.0,Organik bezelye paket 450 gr
Bezelye,Feast Bezelye 2.5 Kg,bezelye,kg_equivalent,1.0,Ayni urun farkli paket 2.5 kg
Bezelye,Superfresh Bezelye 1 Kg,bezelye,exact,1.0,Ayni urun paket 1 kg
Bezelye,Taze Araka Bezelye 1 Kg,bezelye,weak,1.0,Araka bezelye varyete farki
Armut (Santamaria),Deveci Armut 1 Kg,armut_deveci,weak,1.0,Deveci armut farkli varyete
Armut (Santamaria),Santa Maria Armut 1 Kg,armut_santa_maria,exact,1.0,Santa maria armut varyete 1 kg
Armut (Santamaria),Armut Deveci 1 Adet,armut_deveci,weak,1.0,Deveci armut farkli varyete
Armut (Santamaria),Deveci Armut Gurme 1 Kg,armut_deveci,weak,1.0,Deveci armut gurme varyete
Armut (Santamaria),Armut Santa Maria Gurme 1 Kg,armut_santa_maria,kg_equivalent,1.0,Santa maria armut gurme paket 1 kg
Armut (Santamaria),Ankara Armut 1 Kg,armut_ankara,weak,1.0,Ankara armut farkli varyete
Pırasa,Pırasa 1 Kg,pirasa,exact,1.0,Ayni urun paket 1 kg
Muz (Yerli),İthal Muz 1 Kg,muz_ithal,weak,1.0,Ithal muz yerli ile farkli
Muz (Yerli),Yerli Muz 1 Kg,muz_yerli,exact,1.0,Yerli muz varyete 1 kg
Muz (Yerli),Lavi Smoothie Mango Muz Ananas Avokado 150 Gr,muz_yerli,reject,1.0,Smoothie islenmis urun
Muz (Yerli),Lavi Smoothie Muz Ahududu Yaban Mersini 150 Gr,muz_yerli,reject,1.0,Smoothie islenmis urun
Muz (Yerli),Muz Saksı 1 Adet,muz_yerli,kg_equivalent,1.0,Muz saksi paket 1 adet
Muz (Yerli),Eko Yerli Muz 1 Kg,muz_yerli,kg_equivalent,1.0,Eko yerli muz paket 1 kg
Muz (Yerli),İthal Olgun Muz 1 Kg,muz_ithal,weak,1.0,Ithal muz yerli ile farkli
Muz (Yerli),Milkten Milkino Muz-Çilek-Orman Meyveli Taze Peynir 6x45 Gr,muz_yerli,reject,1.0,Peynir islenmis urun
Armut (Deveci),Deveci Armut 1 Kg,armut_deveci,exact,1.0,Deveci armut varyete 1 kg
Armut (Deveci),Armut Deveci 1 Adet,armut_deveci,kg_equivalent,1.0,Deveci armut paket 1 adet
Armut (Deveci),Deveci Armut Gurme 1 Kg,armut_deveci,kg_equivalent,1.0,Deveci armut gurme paket 1 kg
Armut (Deveci),Santa Maria Armut 1 Kg,armut_santa_maria,weak,1.0,Santa maria armut farkli varyete
Armut (Deveci),Armut Santa Maria Gurme 1 Kg,armut_santa_maria,weak,1.0,Santa maria armut gurme varyete
Armut (Deveci),Ankara Armut 1 Kg,armut_ankara,weak,1.0,Ankara armut farkli varyete
Tere,Tere 1 Adet,tere,exact,1.0,Ayni urun paket 1 adet
Semizotu,Semizotu 1 Adet,semizotu,exact,1.0,Ayni urun paket 1 adet
Semizotu,Semizotu 150 Gr,semizotu,kg_equivalent,1.0,Ayni urun farkli paket 150 gr
Şeftali,Şeftali 1 Kg,seftali,exact,1.0,Ayni urun paket 1 kg
Şeftali,Şeftali Yassı 1 Kg,seftali_yassi,weak,1.0,Yassi seftali varyete farki
Lahana (Kırmızı),Kırmızı Lahana 1 Kg,lahana_kirmizi,exact,1.0,Kirmizi lahana varyete 1 kg
Lahana (Kırmızı),Kırmızı Biber Paket 300 Gr,lahana_kirmizi,reject,1.0,Biber farkli sebze
Lahana (Kırmızı),Beyaz Lahana 1 Kg,lahana_beyaz,weak,1.0,Beyaz lahana farkli varyete
Lahana (Kırmızı),Kırmızı Dolma Biber 1 Kg,lahana_kirmizi,reject,1.0,Biber farkli sebze
Lahana (Kırmızı),Kırmızı Biber 1 Kg,lahana_kirmizi,reject,1.0,Biber farkli sebze
Lahana (Kırmızı),Kırmızı Turp 1 Kg,lahana_kirmizi,reject,1.0,Turp farkli sebze
Lahana (Kırmızı),Kırmızı Sivri Biber 1 Kg,lahana_kirmizi,reject,1.0,Biber farkli sebze
Lahana (Kırmızı),Lahana Kara 1 Kg,lahana_kara,weak,1.0,Lahana kara varyete farki
Lahana (Kırmızı),Kırmızı Soğan 1 Kg,lahana_kirmizi,reject,1.0,Sogan farkli sebze
Çilek,Çilek 1 Kg,cilek,exact,1.0,Ayni urun paket 1 kg
Çilek,Iff's Dondurulmuş Dilim Çilek 350 Gr,cilek,weak,1.0,Dondurulmus cilek taze ile farkli islem
Çilek,Çilek 400 Gr,cilek,kg_equivalent,1.0,Ayni urun farkli paket 400 gr
Çilek,Çilek Fidesi 1 Adet,cilek,weak,1.0,Cilek fidesi uretim amaçli farkli
Çilek,Feast Çilek 400 Gr,cilek,kg_equivalent,1.0,Ayni urun farkli paket 400 gr
Çilek,Dnk Lapestos Çilek 300 Gr,cilek,weak,1.0,Cilek islenmis urun lapestos
Çilek,Altın Çilek 100 Gr,cilek,weak,1.0,Altin cilek varyete farki
Çilek,Çilek 1 Adet,cilek,kg_equivalent,1.0,Ayni urun paket 1 adet
Çilek,Bolmix Çilek Reçeli 1.8 Kg,cilek,reject,1.0,Recel islenmis urun
Çilek,Milkten Milkino Muz-Çilek-Orman Meyveli Taze Peynir 6x45 Gr,cilek,reject,1.0,Peynir islenmis urun
Çilek,Danone Marvel Çilek Aromalı Yoğurt 90 Gr,cilek,reject,1.0,Yogurt islenmis urun
Çilek,Bolmix Çilek Reçeli 380 Gr,cilek,reject,1.0,Recel islenmis urun
Biber (Sivri),Sivri Biber Paket 300 Gr,biber_sivri,exact,1.0,Sivri biber paket 300 gr
Biber (Sivri),Sivri Biber 1 Kg,biber_sivri,exact,1.0,Sivri biber paket 1 kg
Biber (Sivri),Kıl Sivri Biber 1 Kg,biber_sivri_kil,weak,1.0,Kil sivri biber varyete farki
Biber (Sivri),Kırmızı Sivri Biber 1 Kg,biber_sivri_kirmizi,weak,1.0,Kirmizi sivri biber varyete farki
Biber (Sivri),Biber Sivri Gurme 1 Kg,biber_sivri,kg_equivalent,1.0,Sivri biber gurme paket 1 kg
Biber (Sivri),Kapya Biber 1 Kg,biber_kapya,weak,1.0,Kapya biber farkli varyete
Biber (Sivri),Dolma Biber 1 Kg,biber_dolma,weak,1.0,Dolma biber farkli varyete
Biber (Sivri),Çarliston Biber 300 Gr,biber_carliston,weak,1.0,Carliston biber farkli varyete
Biber (Sivri),Yeşil Biber 1 Kg,biber_yesil,weak,1.0,Yesil biber farkli varyete
Biber (Sivri),Kırmızı Biber Paket 300 Gr,biber_kirmizi,weak,1.0,Kirmizi biber farkli varyete
Biber (Sivri),Dolmalık Biber 300 Gr,biber_dolmalik,weak,1.0,Dolmalik biber farkli varyete
Biber (Sivri),Çarliston Biber 1 Kg,biber_carliston,weak,1.0,Carliston biber farkli varyete
Patlıcan,Patlıcan 1 Kg,patlican,exact,1.0,Ayni urun paket 1 kg
Patlıcan,Kuru Dolmalık Patlıcan 18 Adet,patlican,reject,1.0,Kuru islenmis urun
Patlıcan,Kemer Patlıcan 1 Kg,patlican_kemer,weak,1.0,Kemer patlican varyete farki
Patlıcan,Tagem Topak Patlıcan 1 Kg,patlican,kg_equivalent,1.0,Topak patlican paket 1 kg
Patlıcan,Zel Zeytinyağlı Sumaklı Kuru Patlıcan Dolma 200 Gr,patlican,reject,1.0,Kuru islenmis urun
Patlıcan,Bostan Patlıcan 1 Kg,patlican,kg_equivalent,1.0,Bostan patlican paket 1 kg
Patlıcan,Patlıcan Paket 1 Kg,patlican,exact,1.0,Ayni urun paket 1 kg
Patlıcan,Garliko Kurutulmuş Dolmalık Patlıcan 150 Gr,patlican,reject,1.0,Kurutulmus islenmis urun
Elma (Starking),Starking Elma 1 Kg,elma_starking,exact,1.0,Starking elma varyete 1 kg
Elma (Starking),Atıştırmalık Starking Elma 1 Kg,elma_starking,kg_equivalent,1.0,Starking elma atistirmali paket 1 kg
Elma (Starking),Eko Starking Elma 1 Kg,elma_starking,kg_equivalent,1.0,Starking elma eko paket 1 kg
Elma (Starking),Golden Elma 1 Kg,elma_golden,weak,1.0,Golden elma farkli varyete
Elma (Starking),Granny Smith Elma 1 Kg,elma_granny_smith,weak,1.0,Granny smith elma farkli varyete
Elma (Starking),Ekonomik Elma 1 Kg,elma_ekonomik,weak,1.0,Ekonomik elma farkli varyete
Elma (Starking),SuperFresh Elma Dilim Patates 1 Kg,elma_starking,reject,1.0,Patates urun farkli
Elma (Starking),Granny Elma 1 Kg,elma_granny,weak,1.0,Granny elma farkli varyete
Elma (Starking),Torpat Elma Dilim Patates 1 Kg,elma_starking,reject,1.0,Patates urun farkli
Elma (Starking),Lavi Mango Elma Ananas Çarkıfelek Meyveli Smoothie 150 Gr,elma_starking,reject,1.0,Smoothie islenmis urun
Elma (Starking),Feast Elma Dilim Patates 1 Kg,elma_starking,reject,1.0,Patates urun farkli
Elma (Starking),Lavi Dondurulmuş Elma Dilim Patates 1 Kg,elma_starking,reject,1.0,Patates urun farkli
Portakal (Sıkmalık),Portakal Sıkmalık 1 Kg,portakal_sikmalik,exact,1.0,Sikmalik portakal varyete 1 kg
Portakal (Sıkmalık),Sıkmalık Portakal File 1 Kg,portakal_sikmalik,kg_equivalent,1.0,Sikmalik portakal file paket 1 kg
Portakal (Sıkmalık),Portakal 1 Kg,portakal,weak,1.0,Genel portakal sikmalik ile farkli
Portakal (Sıkmalık),Portakal Valencia 1 Kg,portakal_valencia,weak,1.0,Valencia portakal farkli varyete
Portakal (Sıkmalık),Portakal Washington 1 Kg,portakal_washington,weak,1.0,Washington portakal farkli varyete
Portakal (Sıkmalık),Finike Gurme Portakal 1 Kg,portakal_sikmalik,kg_equivalent,1.0,Finike portakal sicmalik paket 1 kg
Portakal (Sıkmalık),Seyidoğlu Taze Portakal İncir Ve Böğürtlen Reçeli 380 Gr,portakal_sikmalik,reject,1.0,Recel islenmis urun
Kiraz,Kiraz 1 Kg,kiraz,exact,1.0,Ayni urun paket 1 kg
Kiraz,Doğadan Form Kiraz Saplı Çay 20 Adet,kiraz,reject,1.0,Cay islenmis urun
Soğan (Kırmızı),Kırmızı Soğan 1 Kg,sogan_kirmizi,exact,1.0,Kirmizi sogan varyete 1 kg
Soğan (Kırmızı),Soğan 1 Kg,sogan,kg_equivalent,1.0,Genel sogan paket 1 kg
Soğan (Kırmızı),Nimet Dondurulmuş Soğan Halkası 450 Gr,sogan_kirmizi,weak,1.0,Dondurulmus sogan taze ile farkli islem
Soğan (Kırmızı),Kırmızı Biber Paket 300 Gr,sogan_kirmizi,reject,1.0,Biber farkli sebze
Soğan (Kırmızı),Kuru Soğan 1 Kg,sogan_kirmizi,weak,1.0,Kuru sogan taze ile farkli islem
Soğan (Kırmızı),Superfresh Soğan 450 Gr,sogan,kg_equivalent,1.0,Superfresh sogan paket 450 gr
Soğan (Kırmızı),Kırmızı Lahana 1 Kg,sogan_kirmizi,reject,1.0,Lahana farkli sebze
Soğan (Kırmızı),Taze Soğan 1 Demet,sogan_kirmizi,kg_equivalent,1.0,Taze sogan demet 1 paket
Soğan (Kırmızı),Feast Gurme Soğan Halka 450 Gr,sogan_kirmizi,weak,1.0,Gurme dondurulmus sogan
Soğan (Kırmızı),Feast Küp Soğan 1 Kg,sogan_kirmizi,weak,1.0,Kup sogan islenmis
Soğan (Kırmızı),Kırmızı Dolma Biber 1 Kg,sogan_kirmizi,reject,1.0,Biber farkli sebze
Soğan (Kırmızı),Arpacık Soğan 1 Kg,sogan_kirmizi,weak,1.0,Arpacik sogan varyete farki
Marul (Düz),Göbek Marul 1 Adet,marul_gobek,weak,1.0,Gobek marul varyete farki
Marul (Düz),Marul 1 Adet,marul,exact,1.0,Ayni urun paket 1 adet
Marul (Düz),Çıtır Marul 1 Adet,marul_citir,weak,1.0,Citir marul varyete farki
Marul (Düz),Eurofresh Yıkanmış Yaprak Marul 250 Gr,marul,kg_equivalent,1.0,Yikanmis yaprak marul paket 250 gr
Marul (Düz),Eurofresh Yıkanmış Kıvırcık Marul 150 Gr,marul_kivirik,weak,1.0,Kivirik marul varyete farki
Mandalina,Mandalina 1 Kg,mandalina,exact,1.0,Ayni urun paket 1 kg
Mandalina,W. Murcott Mandalina 1 Kg,mandalina_murcott,weak,1.0,W. murcott mandalina varyete farki
Erik,Yeşil Erik 1 Kg,erik_yesil,weak,1.0,Yesil erik varyete farki
Erik,Papaz Erik 400 Gr,erik_papaz,weak,1.0,Papaz erik varyete farki
Erik,Papaz Erik 1 Kg,erik_papaz,weak,1.0,Papaz erik varyete farki
Erik,Can Erik 1 Kg,erik_can,weak,1.0,Can erik varyete farki
Erik,Erik Angelica 1 Kg,erik_angelica,weak,1.0,Erik angelica varyete farki
Erik,Can Erik 250 Gr,erik_can,weak,1.0,Can erik varyete farki
Erik,Anjelik Erik 1 Kg,erik_anjelik,weak,1.0,Anjelik erik varyete farki
Erik,Öncüller Kızılcık Alıç Erik Marmelatı 430 Gr,erik,reject,1.0,Marmela islenmis urun
Biber Kapya,Kapya Biber 1 Kg,biber_kapya,exact,1.0,Kapya biber varyete 1 kg
Biber Kapya,Dolma Biber 1 Kg,biber_dolma,weak,1.0,Dolma biber farkli varyete
Biber Kapya,Çarliston Biber 300 Gr,biber_carliston,weak,1.0,Carliston biber farkli varyete
Biber Kapya,Yeşil Biber 1 Kg,biber_yesil,weak,1.0,Yesil biber farkli varyete
Biber Kapya,Sivri Biber Paket 300 Gr,biber_sivri,weak,1.0,Sivri biber farkli varyete
Biber Kapya,Kırmızı Biber Paket 300 Gr,biber_kirmizi,weak,1.0,Kirmizi biber farkli varyete
Biber Kapya,Dolmalık Biber 300 Gr,biber_dolmalik,weak,1.0,Dolmalik biber farkli varyete
Biber Kapya,Çarliston Biber 1 Kg,biber_carliston,weak,1.0,Carliston biber farkli varyete
Biber Kapya,Sivri Biber 1 Kg,biber_sivri,weak,1.0,Sivri biber farkli varyete
Biber Kapya,Şili Biber 150 Gr,biber_sili,weak,1.0,Sili biber farkli varyete
Biber Kapya,Kırmızı Dolma Biber 1 Kg,biber_kirmizi_dolma,weak,1.0,Kirmizi dolma biber varyete
Biber Kapya,Muti Dondurulmuş Biber Şerit Mix 450 Gr,biber_kapya,weak,1.0,Dondurulmus biber mix
Marul (Kıvırcık),Eurofresh Yıkanmış Kıvırcık Marul 150 Gr,marul_kivirik,exact,1.0,Kivirik marul yikanmis paket 150 gr
Marul (Kıvırcık),Göbek Marul 1 Adet,marul_gobek,weak,1.0,Gobek marul varyete farki
Marul (Kıvırcık),Kıvırcık 1 Adet,marul_kivirik,exact,1.0,Ayni urun paket 1 adet
Marul (Kıvırcık),Marul 1 Adet,marul,weak,1.0,Genel marul kivirik ile farkli
