hal_product,market_product,product_canonical,confidence,unit_conversion_factor,reason
Mantar (Kültür),Mantar Paket 400 Gr,mantar_kultur,kg_equivalent,1.0,Kultur mantari paket 400 gr
Mantar (Kültür),Mantar 300 Gr,mantar_kultur,kg_equivalent,1.0,Kultur mantari paket 300 gr
Üzüm (Beyaz),İthal Beyaz Üzüm 1 Kg,uzum_beyaz,kg_equivalent,1.0,Ithal beyaz uzum paket 1 kg
Üzüm (Beyaz),Beyaz Üzüm 1 Kg,uzum_beyaz,exact,1.0,Beyaz uzum varyete 1 kg
Üzüm (Beyaz),Çekirdeksiz Üzüm 1 Kg,uzum_beyaz,kg_equivalent,1.0,Cekirdeksiz beyaz uzum paket 1 kg
Biber (Dolmalık),Dolmalık Biber 300 Gr,biber_dolmalik,exact,1.0,Dolmalik biber paket 300 gr
Biber (Çarliston),Çarliston Biber 300 Gr,biber_carliston,exact,1.0,Carliston biber paket 300 gr
Biber (Çarliston),Çarliston Biber 1 Kg,biber_carliston,exact,1.0,Carliston biber paket 1 kg
Biber (Çarliston),Gurme Paket Çarliston Biber 1 Kg,biber_carliston,kg_equivalent,1.0,Carliston biber gurme paket 1 kg
Yeşil Soğan,Soğan 1 Kg,sogan,kg_equivalent,1.0,Sogan paket 1 kg
Yeşil Soğan,Soğan Yeni Hasat 1 Kg,sogan,kg_equivalent,1.0,Yeni hasat sogan paket 1 kg
Fasulye (Taze),Superfresh Taze Fasulye 450 Gr,fasulye_taze,kg_equivalent,1.0,Taze fasulye paket 450 gr
Fasulye (Taze),Feast Taze Fasulye 450 Gr,fasulye_taze,kg_equivalent,1.0,Taze fasulye paket 450 gr
Fasulye (Taze),Fasulye Taze 1 Kg,fasulye_taze,exact,1.0,Taze fasulye paket 1 kg
Fasulye (Taze),Feast Taze Fasulye 3-5 Cm 2.5 Kg,fasulye_taze,kg_equivalent,1.0,Taze fasulye paket 2.5 kg
Fasulye (Taze),Gurme Taze Fasulye 1 Kg,fasulye_taze,exact,1.0,Taze fasulye gurme paket 1 kg
Fasulye (Taze),Paket Fasulye 500 Gr,fasulye_taze,kg_equivalent,1.0,Taze fasulye paket 500 gr
Bakla (Taze),Paket Bakla 500 Gr,bakla_taze,kg_equivalent,1.0,Taze bakla paket 500 gr
Bakla (Taze),Bakla 1 Kg,bakla_taze,exact,1.0,Taze bakla paket 1 kg
Yeni Dünya (Malta),Malta Eriği 400 Gr,yeni_dunya_malta,kg_equivalent,1.0,Malta erigi paket 400 gr
Yeni Dünya (Malta),Malta Eriği 1 Kg,yeni_dunya_malta,kg_equivalent,1.0,Malta erigi paket 1 kg
Ananas,Ananas 1 Adet,ananas,exact,1.0,Ayni urun paket 1 adet
Ananas,Ananas Saksı 1 Adet,ananas,kg_equivalent,1.0,Ananas saksi paket 1 adet
Salatalik,Salatalık 1 Kg,salatali_cengelkoy,exact,1.0,Ayni urun paket 1 kg
Salatalik,Çengelköy Salatalık 1 Kg,salatali_cengelkoy,kg_equivalent,1.0,Cengelkoy salatali paket 1 kg
Salatalik,Çengelköy Salatalık 500 Gr,salatali_cengelkoy,kg_equivalent,1.0,Cengelkoy salatali paket 500 gr
Salatalik,Çengel Salatalık Gurme 1 Paket,salatali_cengelkoy,kg_equivalent,1.0,Cengelkoy salatali gurme paket
Salatalik,Eko Salatalık 1 Kg,salatali_cengelkoy,kg_equivalent,1.0,Eko salatali paket 1 kg
Mantar,Mantar Tabak 300 Gr,mantar_kultur,kg_equivalent,1.0,Kultur mantari paket 300 gr
Mantar,Mantar 400 Gr,mantar_kultur,kg_equivalent,1.0,Kultur mantari paket 400 gr
Mantar,Mantar Paket 400 Gr,mantar_kultur,kg_equivalent,1.0,Kultur mantari paket 400 gr
Mantar,Mantar 300 Gr,mantar_kultur,kg_equivalent,1.0,Kultur mantari paket 300 gr
Soğan Kuru,Kuru Soğan 1 Kg,sogan_kuru,exact,1.0,Kuru sogan paket 1 kg
Soğan Kuru,Eko Kuru Soğan 1 Kg,sogan_kuru,kg_equivalent,1.0,Eko kuru sogan paket 1 kg
Soğan Kuru,Kuru Soğan File 1 Kg,sogan_kuru,kg_equivalent,1.0,Kuru sogan file paket 1 kg
Marul Kivircik,Eurofresh Yıkanmış Kıvırcık Marul 150 Gr,marul_kivirik,exact,1.0,Kivirik marul yikanmis paket 150 gr
Marul Kivircik,Kıvırcık 1 Adet,marul_kivirik,exact,1.0,Ayni urun paket 1 adet
Marul Kivircik,Kıvırcık Salata 1 Adet,marul_kivirik,kg_equivalent,1.0,Kivirik salata paket 1 adet
Marul Kivircik,Kıvırcık Demet 1 Adet,marul_kivirik,kg_equivalent,1.0,Kivirik demet paket 1 adet
Marul Kivircik,Eurofresh Yıkanmış Yaprak Marul 250 Gr,marul_kivirik,kg_equivalent,1.0,Yikanmis yaprak marul paket 250 gr
Mango,Mango 1 Adet,mango,exact,1.0,Ayni urun paket 1 adet
Mango,Mango Gurme Yemeye Hazır 1 Adet,mango,kg_equivalent,1.0,Mango gurme paket 1 adet
Elma,Starking Elma 1 Kg,elma_starking,kg_equivalent,1.0,Starking elma paket 1 kg
Elma,Golden Elma 1 Kg,elma_starking,kg_equivalent,1.0,Golden elma paket 1 kg
Elma,Granny Smith Elma 1 Kg,elma_starking,kg_equivalent,1.0,Granny smith elma paket 1 kg
Elma,Ekonomik Elma 1 Kg,elma_starking,kg_equivalent,1.0,Ekonomik elma paket 1 kg
Elma,Granny Elma 1 Kg,elma_starking,kg_equivalent,1.0,Granny elma paket 1 kg
Elma,Atıştırmalık Starking Elma 1 Kg,elma_starking,kg_equivalent,1.0,Starking elma atistirmali paket 1 kg
Fesleğen,Diğer Fesleğen Demet 1 Adet,feslegen,kg_equivalent,1.0,Feslegen demet paket 1 adet
Fesleğen,Taze Fesleğen 1 Adet,feslegen,exact,1.0,Ayni urun paket 1 adet
Armut,Deveci Armut 1 Kg,armut_deveci,kg_equivalent,1.0,Deveci armut paket 1 kg
Armut,Santa Maria Armut 1 Kg,armut_deveci,kg_equivalent,1.0,Santa maria armut paket 1 kg
Armut,Armut Deveci 1 Adet,armut_deveci,kg_equivalent,1.0,Deveci armut paket 1 adet
Armut,Deveci Armut Gurme 1 Kg,armut_deveci,kg_equivalent,1.0,Deveci armut gurme paket 1 kg
Armut,Armut Santa Maria Gurme 1 Kg,armut_deveci,kg_equivalent,1.0,Santa maria armut gurme paket 1 kg
Armut,Ankara Armut 1 Kg,armut_deveci,kg_equivalent,1.0,Ankara armut paket 1 kg
Hindistan Cevizi,Hindistan Cevizi 1 Adet,hindistan_cevizi,exact,1.0,Ayni urun paket 1 adet
Hindistan Cevizi,Hindistan Cevizi 300 Gr,hindistan_cevizi,kg_equivalent,1.0,Hindistan cevizi paket 300 gr
Fasulye,Superfresh Taze Fasulye 450 Gr,fasulye_taze,kg_equivalent,1.0,Taze fasulye paket 450 gr
Fasulye,Paket Fasulye 500 Gr,fasulye_taze,kg_equivalent,1.0,Taze fasulye paket 500 gr
Fasulye,Feast Taze Fasulye 450 Gr,fasulye_taze,kg_equivalent,1.0,Taze fasulye paket 450 gr
Fasulye,Fasulye Taze 1 Kg,fasulye_taze,exact,1.0,Taze fasulye paket 1 kg
Fasulye,Feast Taze Fasulye 3-5 Cm 2.5 Kg,fasulye_taze,kg_equivalent,1.0,Taze fasulye paket 2.5 kg
Fasulye,Gurme Taze Fasulye 1 Kg,fasulye_taze,exact,1.0,Taze fasulye gurme paket 1 kg
Fasulye,Fasulye 1 Kg,fasulye_taze,exact,1.0,Taze fasulye paket 1 kg
Fasulye,Ayşe Kadın Fasulye 1 Kg,fasulye_taze,kg_equivalent,1.0,Ayse kadin fasulye paket 1 kg
Lahana Beyaz,Beyaz Lahana 1 Kg,lahana_beyaz,exact,1.0,Beyaz lahana varyete 1 kg
Pirasa,Pırasa 1 Kg,pirasa,exact,1.0,Ayni urun paket 1 kg
Bamya,Feast Bamya 450 Gr,bamya,kg_equivalent,1.0,Bamya paket 450 gr
Bamya,Superfresh Bamya 450 Gr,bamya,kg_equivalent,1.0,Bamya paket 450 gr
Bamya,Bamya 1 Kg,bamya,exact,1.0,Ayni urun paket 1 kg
Kestane,Kestane Dökme 1 Kg,kestane,exact,1.0,Ayni urun paket 1 kg
Kestane,Yerli Kestane 1 Kg,kestane,exact,1.0,Ayni urun paket 1 kg
Kestane,Market Manav Kestane 1 Kg,kestane,kg_equivalent,1.0,Kestane paket 1 kg
Turp,Fındık Turp 1 Adet,turp,kg_equivalent,1.0,Findik turp paket 1 adet
Turp,Fındık Turp 1 Kg,turp,kg_equivalent,1.0,Findik turp paket 1 kg
Turp,Alabaş Turp Adt,turp,kg_equivalent,1.0,Turp paket 1 adet
Turp,Turp 1 Kg,turp,exact,1.0,Ayni urun paket 1 kg
Biber (Dolma),Dolma Biber 1 Kg,biber_dolma,exact,1.0,Dolma biber varyete 1 kg
Domates (Pembe),Domates Pembe 1 Kg,domates_pembe,exact,1.0,Pembe domates varyete 1 kg
Domates (Pembe),Pembe Domates 500 Gr,domates_pembe,kg_equivalent,1.0,Pembe domates paket 500 gr
Domates (Pembe),Eko Domates 1 Kg,domates_pembe,kg_equivalent,1.0,Eko pembe domates
Domates (Pembe),Domates 1 Kg,domates_pembe,kg_equivalent,1.0,Genel domates pembe varyete
Kabak (Sakız),Sakız Kabak 1 Kg,kabak_sakiz,exact,1.0,Sakiz kabak varyete 1 kg
Kabak (Bal),Kabak Bal Bütün 1 Kg,kabak_bal,exact,1.0,Kabak bal varyete 1 kg
Barbunya,Superfresh Barbunya 450 Gr,barbunya,kg_equivalent,1.0,Barbunya paket 450 gr
Barbunya,Barbunya 1 Kg,barbunya,exact,1.0,Ayni urun paket 1 kg
Patlican,Patlıcan 1 Kg,patlican,exact,1.0,Ayni urun paket 1 kg
Patlican,Tagem Topak Patlıcan 1 Kg,patlican,kg_equivalent,1.0,Topak patlican paket 1 kg
Patlican,Bostan Patlıcan 1 Kg,patlican,kg_equivalent,1.0,Bostan patlican paket 1 kg
Patlican,Patlıcan Paket 1 Kg,patlican,exact,1.0,Ayni urun paket 1 kg
Bakla,Paket Bakla 500 Gr,bakla_taze,kg_equivalent,1.0,Taze bakla paket 500 gr
Bakla,Bakla 1 Kg,bakla_taze,exact,1.0,Taze bakla paket 1 kg
Avokado,Avokado 1 Adet,avokado,exact,1.0,Ayni urun paket 1 adet
Avokado,Yemeye Hazır Avokado 2 Adet,avokado,kg_equivalent,1.0,Yemeye hazir avokado paket 2 adet
Avokado,Avokado Gurme Yemeye Hazır 1 Adet,avokado,kg_equivalent,1.0,Avokado gurme paket 1 adet
Avokado,İthal Avokado 1 Kg,avokado,kg_equivalent,1.0,Ithal avokado paket 1 kg
Avokado,Avokado Premium 1 Kg,avokado,kg_equivalent,1.0,Avokado premium paket 1 kg
Pazı,Pazı 1 Adet,pazi,exact,1.0,Ayni urun paket 1 adet
Marul,Marul 1 Adet,marul,exact,1.0,Ayni urun paket 1 adet
Marul,Eurofresh Yıkanmış Yaprak Marul 250 Gr,marul,kg_equivalent,1.0,Yikanmis yaprak marul paket 250 gr
Muz,İthal Muz 1 Kg,muz_ithal,kg_equivalent,1.0,Ithal muz paket 1 kg
Muz,Yerli Muz 1 Kg,muz_ithal,kg_equivalent,1.0,Yerli muz paket 1 kg
Muz,Muz Saksı 1 Adet,muz_ithal,kg_equivalent,1.0,Muz saksi paket 1 adet
Muz,Eko Yerli Muz 1 Kg,muz_ithal,kg_equivalent,1.0,Eko yerli muz paket 1 kg
Muz,İthal Olgun Muz 1 Kg,muz_ithal,kg_equivalent,1.0,Ithal olgun muz paket 1 kg
Kuzu Kulağı,Kuzu Kulağı 150 Gr,kuzu_kulagi,exact,1.0,Kuzu kulagi paket 150 gr
Brokoli̇,Feast Brokoli 500 Gr,brokoli,kg_equivalent,1.0,Brokoli paket 500 gr
Brokoli̇,Feast Organik Brokoli 450 Gr,brokoli,kg_equivalent,1.0,Organik brokoli paket 450 gr
Brokoli̇,Feast Brokoli 70-100 Mm 2.5 Kg,brokoli,kg_equivalent,1.0,Brokoli paket 2.5 kg
Brokoli̇,Brokoli 1 Kg,brokoli,exact,1.0,Ayni urun paket 1 kg
Marul Aysberg,Marul 1 Adet,marul_aysberg,kg_equivalent,1.0,Ayni urun farkli paket
Domates Pembe,Domates Pembe 1 Kg,domates_pembe,kg_equivalent,1.0,Ayni urun farkli paket
Domates Pembe,Domates 1 Kg,domates_pembe,kg_equivalent,1.0,Ayni urun farkli paket
Üzüm Beyaz,Beyaz Üzüm 1 Kg,uzum_beyaz,kg_equivalent,1.0,Ayni urun farkli paket
Sarimsak Kuru,Kuru Sarımsak 1 Paket,sarimsak_kuru,kg_equivalent,1.0,Ayni urun farkli paket
Sarimsak Kuru,Kuru Sarımsak 1 Kg,sarimsak_kuru,kg_equivalent,1.0,Ayni urun farkli paket
Sarimsak Kuru,Sarımsak 1 Kg,sarimsak_kuru,kg_equivalent,1.0,Ayni urun farkli paket
Soğan Taze,Taze Soğan 1 Demet,sogan_taze,kg_equivalent,1.0,Ayni urun farkli paket
Soğan Taze,Taze Soğan 1 Kg,sogan_taze,kg_equivalent,1.0,Ayni urun farkli paket
Soğan Taze,Soğan 1 Kg,sogan_taze,kg_equivalent,1.0,Ayni urun farkli paket
